pp_id,stim_tempo_intended,length,edit_distance_avg,entropy_diff_avg,quantized_binary_vs_ternary_prop,quantized_binary_vs_total_prop,quantized_ternary_vs_total_prop,rhythmic_contours_edit_distance_avg,G_resp
36,600,4,3.022727272727273,-0.0433986932928281,0.8846153846153846,0.2613636363636363,0.034090909090909,0.2954545454545454,0.0037365677692008
37,600,4,3.083333333333333,-0.0049076264856826,0.8888888888888888,0.25,0.03125,0.3958333333333333,0.0552224134078188
38,600,4,3.066666666666667,-0.0860266891312864,0.9655172413793104,0.3111111111111111,0.0111111111111111,0.5111111111111111,0.0209057918790603
39,600,4,3.0,-0.2763014949153831,1.0,0.1555555555555555,0.0,0.8222222222222222,0.2518924226934895
40,600,4,2.4375,-0.0613959327116936,1.0,0.0833333333333333,0.0,0.5625,0.0682066248710505
41,600,4,2.8095238095238093,-0.1004769787321648,0.8888888888888888,0.0952380952380952,0.0119047619047619,0.4523809523809524,0.0557719354425015
42,600,4,2.2222222222222223,-0.1875570269667076,1.0,0.1888888888888888,0.0,0.6666666666666666,0.0311624546976232
43,600,4,3.682926829268293,0.1748058018759077,0.5161290322580645,0.1951219512195122,0.1829268292682926,1.024390243902439,0.0271921786591431
44,600,4,2.2127659574468086,-0.195528646943126,1.0,0.1808510638297872,0.0,0.574468085106383,0.0225012504060795
45,600,4,2.073170731707317,-0.0055251719283055,1.0,0.2317073170731707,0.0,0.5121951219512195,0.0112283958949246
46,600,4,3.234042553191489,-0.1107527525721014,0.6,0.1595744680851064,0.1063829787234042,0.425531914893617,0.0194289038227863
47,600,4,2.2888888888888888,-0.1631434205518607,0.9411764705882352,0.1777777777777777,0.0111111111111111,0.4888888888888889,0.0353456450414447
48,600,4,2.8125,-0.05176888853725,0.9375,0.15625,0.0104166666666666,0.3333333333333333,0.0646294424310536
49,600,4,2.2916666666666665,-0.0999041094094684,1.0,0.2083333333333333,0.0,0.3958333333333333,0.0496510946094344
50,600,4,2.9302325581395348,0.1478164572254858,0.5185185185185185,0.1627906976744186,0.1511627906976744,0.8837209302325582,0.1090737813817338
51,600,4,3.142857142857143,0.1073695710393607,1.0,0.1428571428571428,0.0,0.5428571428571428,0.0883258990802418
52,600,4,3.388888888888889,-0.1831020481113515,1.0,0.1388888888888889,0.0,1.0,0.0901247740013372
53,600,4,2.0434782608695654,-0.1069064630094996,0.8888888888888888,0.0869565217391304,0.0108695652173913,0.4782608695652174,0.0402711810726682
54,600,4,2.369565217391304,-0.22252918899687,1.0,0.2826086956521739,0.0,0.7608695652173914,0.1124897524528327
55,600,4,2.2564102564102564,-0.1466562433948994,1.0,0.0256410256410256,0.0,0.6666666666666666,0.0724634423932798
56,600,4,2.9148936170212765,-0.2239154205597404,0.8947368421052632,0.1808510638297872,0.0212765957446808,0.574468085106383,0.1109775381779075
57,600,4,2.636363636363636,-0.010502230008484,0.96,0.2727272727272727,0.0113636363636363,0.6136363636363636,0.0234648700854378
58,600,4,2.466666666666667,-0.0385583657102871,1.0,0.2111111111111111,0.0,0.6222222222222222,0.0500209985857096
59,600,4,2.688888888888889,-0.1631434205518608,1.0,0.1,0.0,0.6222222222222222,0.0141369262906345
60,600,4,4.052631578947368,0.0518603296914655,0.625,0.131578947368421,0.0789473684210526,0.9473684210526316,0.0295788636094099
61,600,4,2.8292682926829267,0.0648615292124272,0.8928571428571429,0.3048780487804878,0.0365853658536585,0.4390243902439024,0.0158298917218673
62,600,4,2.3260869565217392,-0.314072647355537,1.0,0.1304347826086956,0.0,0.5652173913043478,0.0790946045112033
63,600,4,3.0357142857142856,-0.3945454610740124,0.5555555555555556,0.0892857142857142,0.0714285714285714,0.6428571428571429,0.3398268958093943
64,600,4,2.7666666666666666,-0.011627736528101,0.9,0.15,0.0166666666666666,0.4333333333333333,0.0490100415824988
65,600,4,2.341463414634146,-0.1029276367500224,1.0,0.0609756097560975,0.0,0.6341463414634146,0.0385286917532851
66,600,4,3.212121212121212,0.2224683007525374,0.7777777777777778,0.106060606060606,0.0303030303030303,0.7878787878787878,0.0134544641765023
