pp_id,age,gender,L1,handedness,musical_experience,stim_id,sequence_id,length,n_resp,stim_tempo_intended,stim_tempo,stim_sd,interval_i,stim_ioi,resp_iti,ioi_iti_diff,edit_distance,stim_entropy,resp_entropy,entropy_diff,G,silhouette,rhythmic_contours_edit_distance
20,26,F,Danish,right,0,6,20_6,4,4,600,816.200466200466,34.4956843518621,2,839.51048951049,867.272727272727,27.7622377622375,0,0.6365141682948128,0.0,-0.6365141682948128,0.0380708104632157,0.6284660762842211,0
20,26,F,Danish,right,0,6,20_6,4,4,600,816.200466200466,34.4956843518621,3,776.573426573426,830.454545454545,53.8811188811192,0,0.6365141682948128,0.0,-0.6365141682948128,0.0380708104632157,0.6284660762842211,0
20,26,F,Danish,right,0,7,20_7,4,4,400,358.624708624709,137.761054507242,1,510.13986013986,503.181818181818,6.95804195804203,1,1.0986122886681096,1.0986122886681096,0.0,0.007908309206878572,0.616260449535578,1
20,26,F,Danish,right,0,7,20_7,4,4,400,358.624708624709,137.761054507242,2,324.825174825175,233.181818181818,91.6433566433566,1,1.0986122886681096,1.0986122886681096,0.0,0.007908309206878572,0.616260449535578,1
20,26,F,Danish,right,0,7,20_7,4,4,400,358.624708624709,137.761054507242,3,240.909090909091,267.954545454545,27.0454545454546,1,1.0986122886681096,1.0986122886681096,0.0,0.007908309206878572,0.616260449535578,1
20,26,F,Danish,right,0,8,20_8,5,5,600,624.869109947644,122.599572702852,1,779.319371727749,820.227272727273,40.907900999524,2,1.3862943611198906,1.3862943611198906,0.0,0.022984847271863673,0.6284660762842211,1
20,26,F,Danish,right,0,8,20_8,5,5,600,624.869109947644,122.599572702852,2,658.900523560209,687.272727272727,28.3722037125178,2,1.3862943611198906,1.3862943611198906,0.0,0.022984847271863673,0.6284660762842211,1
20,26,F,Danish,right,0,8,20_8,5,5,600,624.869109947644,122.599572702852,3,496.596858638743,501.136363636364,4.53950499762004,2,1.3862943611198906,1.3862943611198906,0.0,0.022984847271863673,0.6284660762842211,1
20,26,F,Danish,right,0,8,20_8,5,5,600,624.869109947644,122.599572702852,4,564.659685863874,458.181818181818,106.477867682056,2,1.3862943611198906,1.3862943611198906,0.0,0.022984847271863673,0.6284660762842211,1
20,26,F,Danish,right,0,9,20_9,4,4,400,478.671328671329,108.560662211609,1,373.776223776224,405.0,31.2237762237761,0,1.0986122886681096,1.0986122886681096,0.0,0.007908309206878572,0.616260449535578,0
20,26,F,Danish,right,0,9,20_9,4,4,400,478.671328671329,108.560662211609,2,471.678321678322,437.727272727273,33.951048951049,0,1.0986122886681096,1.0986122886681096,0.0,0.007908309206878572,0.616260449535578,0
20,26,F,Danish,right,0,9,20_9,4,4,400,478.671328671329,108.560662211609,3,590.559440559441,558.409090909091,32.1503496503499,0,1.0986122886681096,1.0986122886681096,0.0,0.007908309206878572,0.616260449535578,0
20,26,F,Danish,right,0,10,20_10,4,4,600,735.780885780886,188.757222711589,1,846.503496503497,838.636363636364,7.86713286713302,0,0.6365141682948128,0.6365141682948128,0.0,0.0380708104632157,0.6284660762842211,1
20,26,F,Danish,right,0,10,20_10,4,4,600,735.780885780886,188.757222711589,2,843.006993006993,871.363636363636,28.3566433566432,0,0.6365141682948128,0.6365141682948128,0.0,0.0380708104632157,0.6284660762842211,1
20,26,F,Danish,right,0,10,20_10,4,4,600,735.780885780886,188.757222711589,3,517.832167832168,578.863636363636,61.0314685314684,0,0.6365141682948128,0.6365141682948128,0.0,0.0380708104632157,0.6284660762842211,1
20,26,F,Danish,right,0,11,20_11,5,5,400,313.612565445026,118.805106328981,1,333.246073298429,349.772727272727,16.526653974298,2,1.3862943611198906,1.3862943611198906,0.0,0.008863277114804724,0.616260449535578,0
20,26,F,Danish,right,0,11,20_11,5,5,400,313.612565445026,118.805106328981,2,443.193717277487,466.363636363636,23.1699190861493,2,1.3862943611198906,1.3862943611198906,0.0,0.008863277114804724,0.616260449535578,0
20,26,F,Danish,right,0,11,20_11,5,5,400,313.612565445026,118.805106328981,3,322.774869109948,339.545454545455,16.7705854355072,2,1.3862943611198906,1.3862943611198906,0.0,0.008863277114804724,0.616260449535578,0
20,26,F,Danish,right,0,11,20_11,5,5,400,313.612565445026,118.805106328981,4,155.235602094241,186.136363636364,30.9007615421226,2,1.3862943611198906,1.3862943611198906,0.0,0.008863277114804724,0.616260449535578,0
20,26,F,Danish,right,0,12,20_12,5,5,600,631.413612565445,169.713477368908,1,698.167539267016,760.909090909091,62.7415516420753,0,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.022984847271863673,0.6284660762842211,0
20,26,F,Danish,right,0,12,20_12,5,5,600,631.413612565445,169.713477368908,2,802.879581151832,777.272727272727,25.6068538791051,0,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.022984847271863673,0.6284660762842211,0
20,26,F,Danish,right,0,12,20_12,5,5,600,631.413612565445,169.713477368908,3,402.356020942408,366.136363636364,36.2196573060448,0,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.022984847271863673,0.6284660762842211,0
20,26,F,Danish,right,0,12,20_12,5,5,600,631.413612565445,169.713477368908,4,622.251308900524,560.454545454545,61.7967634459781,0,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.022984847271863673,0.6284660762842211,0
20,26,F,Danish,right,0,13,20_13,4,4,400,450.699300699301,177.324787875608,1,576.573426573427,554.318181818182,22.2552447552446,0,1.0986122886681096,1.0986122886681096,0.0,0.007908309206878572,0.616260449535578,0
20,26,F,Danish,right,0,13,20_13,4,4,400,450.699300699301,177.324787875608,2,247.902097902098,243.409090909091,4.49300699300716,0,1.0986122886681096,1.0986122886681096,0.0,0.007908309206878572,0.616260449535578,0
20,26,F,Danish,right,0,13,20_13,4,4,400,450.699300699301,177.324787875608,3,527.622377622378,523.636363636364,3.98601398601409,0,1.0986122886681096,1.0986122886681096,0.0,0.007908309206878572,0.616260449535578,0
20,26,F,Danish,right,0,14,20_14,5,5,600,584.947643979058,197.320100313428,1,381.413612565445,402.954545454545,21.5409328891005,0,1.3862943611198906,1.3862943611198906,0.0,0.022984847271863673,0.6284660762842211,0
20,26,F,Danish,right,0,14,20_14,5,5,600,584.947643979058,197.320100313428,2,839.528795811518,758.863636363636,80.6651594478822,0,1.3862943611198906,1.3862943611198906,0.0,0.022984847271863673,0.6284660762842211,0
20,26,F,Danish,right,0,14,20_14,5,5,600,584.947643979058,197.320100313428,3,627.486910994764,632.045454545455,4.55854355069005,0,1.3862943611198906,1.3862943611198906,0.0,0.022984847271863673,0.6284660762842211,0
