pp_id,age,gender,L1,handedness,musical_experience,stim_id,sequence_id,stim_tempo_intended,stim_tempo,stim_sd,length,n_resp,ITI_mean,ITI_sd,edit_distance,stim_entropy,resp_entropy,entropy_diff,G,silhouette,rhythmic_contours_edit_distance
1,22,F,Danish,right,1.0,30,1_30,400,337.645687645688,162.101059680314,4,4,323.181818181818,137.045454545455,1,1.039720770839918,1.3862943611198906,0.3465735902799727,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,31,1_31,600,592.424242424242,85.9552170978661,4,4,484.090909090909,171.749174453969,4,1.039720770839918,1.3862943611198906,0.3465735902799727,0.08390480918654208,0.5916197355477971,2
1,22,F,Danish,right,1.0,32,1_32,400,490.32634032634,212.290846385358,4,4,443.181818181818,211.012538305936,1,1.039720770839918,1.3862943611198906,0.3465735902799727,0.061284942356941374,0.5585815865378208,0
1,22,F,Danish,right,1.0,33,1_33,600,489.397905759162,88.8093265341311,5,5,478.636363636364,148.723910831085,4,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.08390480918654208,0.5916197355477971,2
1,22,F,Danish,right,1.0,34,1_34,400,305.104712041885,52.8931867831852,5,5,313.977272727273,68.6675877201593,2,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,36,1_36,400,421.596858638743,170.182237365245,5,5,379.943181818182,133.883555008272,3,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,37,1_37,600,416.099476439791,71.2559802914883,5,5,437.727272727273,155.373782848633,4,1.3862943611198906,1.3862943611198906,0.0,0.08390480918654208,0.5916197355477971,2
1,22,F,Danish,right,1.0,38,1_38,400,306.413612565445,123.3310317312,5,5,293.522727272727,113.892211983143,3,1.3862943611198906,1.3862943611198906,0.0,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,40,1_40,400,356.151832460733,80.9792399872881,5,5,335.454545454545,69.0220949173296,3,1.3862943611198906,1.3862943611198906,0.0,0.061284942356941374,0.5585815865378208,2
1,22,F,Danish,right,1.0,41,1_41,600,721.727748691099,126.397598819755,5,5,672.443181818182,133.351243846982,2,1.3862943611198906,1.3862943611198906,0.0,0.08390480918654208,0.5916197355477971,2
1,22,F,Danish,right,1.0,42,1_42,400,345.680628272251,200.558130885523,5,5,385.568181818182,155.539749377333,3,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,43,1_43,600,682.460732984293,45.7429054871942,5,5,663.238636363636,141.391814277306,2,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.08390480918654208,0.5916197355477971,1
1,22,F,Danish,right,1.0,44,1_44,400,306.413612565445,114.374740566932,5,5,362.556818181818,149.195544282945,2,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.061284942356941374,0.5585815865378208,0
1,22,F,Danish,right,1.0,45,1_45,600,584.947643979058,161.094054145525,5,5,641.25,168.924496557456,1,1.0986122886681096,1.0986122886681096,0.0,0.08390480918654208,0.5916197355477971,0
1,22,F,Danish,right,1.0,46,1_46,400,402.913752913753,59.7823711106395,4,4,447.272727272727,107.543715885431,3,1.0986122886681096,1.0986122886681096,0.0,0.061284942356941374,0.5585815865378208,0
1,22,F,Danish,right,1.0,47,1_47,600,496.596858638743,113.565507662219,5,5,457.159090909091,148.569104882609,4,1.0986122886681096,1.0986122886681096,0.0,0.08390480918654208,0.5916197355477971,1
1,22,F,Danish,right,1.0,48,1_48,400,295.687645687646,118.692432187241,4,4,303.409090909091,142.307394846857,2,0.6365141682948128,0.6365141682948128,0.0,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,49,1_49,400,517.146596858639,176.66278418602,5,5,516.988636363636,159.076013913096,0,0.6365141682948128,0.6365141682948128,0.0,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,50,1_50,600,549.607329842932,154.906224939726,5,5,511.875,147.758432028555,3,0.6365141682948128,0.6365141682948128,0.0,0.08390480918654208,0.5916197355477971,0
1,22,F,Danish,right,1.0,51,1_51,400,344.371727748691,113.633373248367,5,5,353.352272727273,120.217229774732,2,1.039720770839918,1.039720770839918,0.0,0.061284942356941374,0.5585815865378208,2
1,22,F,Danish,right,1.0,52,1_52,600,605.244755244755,133.966741682993,4,4,567.272727272727,137.233588640827,1,1.039720770839918,1.039720770839918,0.0,0.08390480918654208,0.5916197355477971,1
1,22,F,Danish,right,1.0,53,1_53,400,526.30890052356,44.5987566424105,5,5,501.136363636364,104.871527070424,3,1.039720770839918,1.039720770839918,0.0,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,54,1_54,600,577.272727272727,72.7575246387581,4,4,518.863636363636,22.530970420716,3,1.039720770839918,1.039720770839918,0.0,0.08390480918654208,0.5916197355477971,1
1,22,F,Danish,right,1.0,55,1_55,400,554.428904428905,144.348154534475,4,4,595.909090909091,225.411813215701,2,1.039720770839918,0.5623351446188083,-0.4773856262211096,0.061284942356941374,0.5585815865378208,2
1,22,F,Danish,right,1.0,56,1_56,600,628.554778554779,226.068172437732,4,4,615.681818181818,221.599300540412,3,1.039720770839918,0.5623351446188083,-0.4773856262211096,0.08390480918654208,0.5916197355477971,2
1,22,F,Danish,right,1.0,57,1_57,400,465.44502617801,209.320436830017,5,5,387.613636363636,183.487647927998,3,1.039720770839918,0.5623351446188083,-0.4773856262211096,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,58,1_58,600,706.675392670157,138.938829807961,5,5,625.397727272727,140.441719405548,2,1.039720770839918,0.5623351446188083,-0.4773856262211096,0.08390480918654208,0.5916197355477971,0
1,22,F,Danish,right,1.0,61,1_61,400,366.623036649215,221.007895392346,5,5,438.238636363636,372.498838674766,5,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,63,1_63,400,378.438228438228,166.086983163926,4,4,440.454545454545,219.639660759419,2,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.061284942356941374,0.5585815865378208,0
1,22,F,Danish,right,1.0,65,1_65,400,317.832167832168,201.70916226372,4,4,375.681818181818,275.509389229694,2,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.061284942356941374,0.5585815865378208,0
1,22,F,Danish,right,1.0,66,1_66,600,569.114219114219,141.611988788523,4,4,651.818181818182,192.428611856857,2,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.08390480918654208,0.5916197355477971,0
1,22,F,Danish,right,1.0,67,1_67,400,351.631701631702,75.9903184741401,4,4,428.181818181818,101.746372810854,2,1.0986122886681096,1.0986122886681096,0.0,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,68,1_68,600,536.480186480186,186.738602999827,4,4,647.045454545455,152.043925797451,3,1.0986122886681096,1.0986122886681096,0.0,0.08390480918654208,0.5916197355477971,1
1,22,F,Danish,right,1.0,69,1_69,400,336.480186480186,178.367378393757,4,4,306.818181818182,174.799619635723,1,1.0986122886681096,1.0986122886681096,0.0,0.061284942356941374,0.5585815865378208,0
1,22,F,Danish,right,1.0,70,1_70,600,582.984293193717,121.457693646038,5,5,559.943181818182,110.77447353792,3,1.0986122886681096,1.0986122886681096,0.0,0.08390480918654208,0.5916197355477971,2
1,22,F,Danish,right,1.0,71,1_71,400,489.659685863874,123.700910070135,5,5,484.772727272727,128.35940309785,2,1.0986122886681096,1.0986122886681096,0.0,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,72,1_72,600,560.078534031414,180.778385659195,5,5,530.284090909091,131.147244309908,2,1.0986122886681096,1.0986122886681096,0.0,0.08390480918654208,0.5916197355477971,2
1,22,F,Danish,right,1.0,73,1_73,400,527.622377622378,91.1105889566112,4,4,533.181818181818,118.501098436169,2,1.0986122886681096,1.0986122886681096,0.0,0.061284942356941374,0.5585815865378208,2
1,22,F,Danish,right,1.0,74,1_74,600,656.282722513089,104.4280616927,5,5,654.034090909091,119.984987439028,4,1.0986122886681096,1.0986122886681096,0.0,0.08390480918654208,0.5916197355477971,2
1,22,F,Danish,right,1.0,77,1_77,400,484.498834498834,153.859397607539,4,4,475.227272727273,140.666212969122,0,1.0986122886681096,1.0986122886681096,0.0,0.061284942356941374,0.5585815865378208,1
1,22,F,Danish,right,1.0,78,1_78,600,754.428904428905,72.5331369813594,4,4,900.681818181818,56.8449936738944,2,1.0986122886681096,1.0986122886681096,0.0,0.08390480918654208,0.5916197355477971,2
